institute_name,course_name,individual_tutor
WE By The Brain,ฟิสิกส์ A-Level รวมทุกบท,ดร.ธนัชพร วงศ์เวียน (พี่ลูกตาล)
WE By The Brain,คณิตศาสตร์ ม.5 เทอม 2 รวมทุกบท,อ.มนตรี นิรมิตศิริพงศ์ (พี่ช้าง)
WE By The Brain,คณิตศาสตร์ ม.5 เทอม 2 รวมทุกบท,อ.ชวลิต กุลกีรติการ (พี่กอล์ฟ)
WE By The Brain,ระบบย่อยอาหาร,ดร.ณัฐชัย เก่งพิพัฒน์ (พี่บิ๊ก)
WE By The Brain,คณิตศาสตร์ ม.5 เทอม 1 กลุ่ม A รวมทุกบท,อ.มนตรี นิรมิตศิริพงศ์ (พี่ช้าง)
WE By The Brain,คณิตศาสตร์ ม.5 เทอม 1 กลุ่ม A รวมทุกบท,อ.ชวลิต กุลกีรติการ (พี่กอล์ฟ)
WE By The Brain,คณิตศาสตร์ ม.5 เทอม 1 กลุ่ม A รวมทุกบท,อ.วิเศษ กี่สุขพันธ์ (พี่เอ๋)
WE By The Brain,คณิตศาสตร์ ม.5 เทอม 1 กลุ่ม A รวมทุกบท,อ.สิทธิเดช เลนุกูล (พี่ภูมิ)
WE By The Brain,MECHANICS 2 A-Level,ดร.ธนัชพร วงศ์เวียน (พี่ลูกตาล)
WE By The Brain,คลื่น,ดร.ธนัชพร วงศ์เวียน (พี่ลูกตาล)
WE By The Brain,ระดับภาษา,อ.สุรเชษฐ์ พิชิตพงศ์เผ่า (พี่ยู)
WE By The Brain,ความงามทางภาษาในงานประพันธ์,อ.สุรเชษฐ์ พิชิตพงศ์เผ่า (พี่ยู)
WE By The Brain,ราชาศัพท์,อ.สุรเชษฐ์ พิชิตพงศ์เผ่า (พี่ยู)
WE By The Brain,กลุ่ม D ไฟฟ้า รวมทุกบท,ดร.ธนัชพร วงศ์เวียน (พี่ลูกตาล)
WE By The Brain,ปฏิกิริยาเคมีของสิ่งมีชีวิต,ดร.ณัฐชัย เก่งพิพัฒน์ (พี่บิ๊ก)
WE By The Brain,ระบบขับถ่าย และการรักษาดุลยภาพของสัตว์,ผศ. ดร. เอกพันธ์ ไกรจักร์ (พี่เบียร์)
WE By The Brain,ฟิสิกส์ ม.4 เทอม 2 รวมทุกบท,ดร.ธนัชพร วงศ์เวียน (พี่ลูกตาล)
WE By The Brain,วิวัฒนาการ,ดร.ณัฐชัย เก่งพิพัฒน์ (พี่บิ๊ก)
WE By The Brain,แม่เหล็กและไฟฟ้า,ดร.ธนัชพร วงศ์เวียน (พี่ลูกตาล)
WE By The Brain,ภาษาแสดงความคิด,อ.สุรเชษฐ์ พิชิตพงศ์เผ่า (พี่ยู)
WE By The Brain,ระบบจำนวนจริง,อ.วิเศษ กี่สุขพันธ์ (พี่เอ๋)
WE By The Brain,แสงเชิงรังสี,ดร.ธนัชพร วงศ์เวียน (พี่ลูกตาล)
WE By The Brain,คณิตศาสตร์ ม.4 เทอม 2 กลุ่ม A รวมทุกบท,อ.ชวลิต กุลกีรติการ (พี่กอล์ฟ)
WE By The Brain,คณิตศาสตร์ ม.4 เทอม 2 กลุ่ม A รวมทุกบท,อ.วิเศษ กี่สุขพันธ์ (พี่เอ๋)
WE By The Brain,คณิตศาสตร์ ม.4 เทอม 2 กลุ่ม A รวมทุกบท,อ.สิทธิเดช เลนุกูล (พี่ภูมิ)
WE By The Brain,ภาษาอังกฤษ A-Level รวมทุกบท,ดร.สมิตา หมวดทอง (พี่นุ้ย)
WE By The Brain,READING BOOSTER,ดร.สมิตา หมวดทอง (พี่นุ้ย)
WE By The Brain,คณิตศาสตร์ ม.4 เทอม 2 กลุ่ม B รวมทุกบท,อ.ชวลิต กุลกีรติการ (พี่กอล์ฟ)
WE By The Brain,คณิตศาสตร์ ม.4 เทอม 2 กลุ่ม B รวมทุกบท,อ.วิเศษ กี่สุขพันธ์ (พี่เอ๋)
WE By The Brain,คณิตศาสตร์ ม.4 เทอม 2 กลุ่ม B รวมทุกบท,อ.สิทธิเดช เลนุกูล (พี่ภูมิ)
WE By The Brain,ชีววิทยา ม.4 เทอม 1 รวมทุกบท (กลุ่มพื้นฐานชีววิทยา),ดร.ณัฐชัย เก่งพิพัฒน์ (พี่บิ๊ก)
WE By The Brain,การประสานงานในร่างกายสัตว์ A-Level,ดร.ณัฐชัย เก่งพิพัฒน์ (พี่บิ๊ก)
WE By The Brain,ทฤษฎีจำนวนและเลขยกกำลัง,อ.วิเศษ กี่สุขพันธ์ (พี่เอ๋)
WE By The Brain,ความงามทางภาษา,อ.สุรเชษฐ์ พิชิตพงศ์เผ่า (พี่ยู)
WE By The Brain,ประโยคในภาษาไทย,อ.สุรเชษฐ์ พิชิตพงศ์เผ่า (พี่ยู)
WE By The Brain,ฟิสิกส์ ม.6 เทอม 1 รวมทุกบท,ดร.ธนัชพร วงศ์เวียน (พี่ลูกตาล)
WE By The Brain,วิทยาศาสตร์กายภาพ - ฟิสิกส์,ดร.ธนัชพร วงศ์เวียน (พี่ลูกตาล)
WE By The Brain,TGAT1 การสื่อสารภาษาอังกฤษ,ดร.สมิตา หมวดทอง (พี่นุ้ย)
WE By The Brain,สมดุลกล,ดร.ธนัชพร วงศ์เวียน (พี่ลูกตาล)
WE By The Brain,เซลล์ : โครงสร้างการลำเลียงสาร และการสื่อสารของเซลล์,ดร.ณัฐชัย เก่งพิพัฒน์ (พี่บิ๊ก)
WE By The Brain,ตะลุยโจทย์ ฟิสิกส์ A-Level,ดร.ธนัชพร วงศ์เวียน (พี่ลูกตาล)
WE By The Brain,พันธุศาสตร์ และความหลากหลายทางชีวภาพ A-Level,ดร.ณัฐชัย เก่งพิพัฒน์ (พี่บิ๊ก)
WE By The Brain,ของแข็งและของไหล,ดร.ธนัชพร วงศ์เวียน (พี่ลูกตาล)
WE By The Brain,การเคลื่อนที่ของสัตว์,ดร.ณัฐชัย เก่งพิพัฒน์ (พี่บิ๊ก)
WE By The Brain,คู่หู Duo Set คณิต ม.5 เทอม 1+2,อ.มนตรี นิรมิตศิริพงศ์ (พี่ช้าง)
WE By The Brain,คู่หู Duo Set คณิต ม.5 เทอม 1+2,อ.ชวลิต กุลกีรติการ (พี่กอล์ฟ)
WE By The Brain,คู่หู Duo Set คณิต ม.5 เทอม 1+2,อ.วิเศษ กี่สุขพันธ์ (พี่เอ๋)
WE By The Brain,คู่หู Duo Set คณิต ม.5 เทอม 1+2,อ.สิทธิเดช เลนุกูล (พี่ภูมิ)
WE By The Brain,เรขาคณิตวิเคราะห์และภาคตัดกรวย,อ.สิทธิเดช เลนุกูล (พี่ภูมิ)
WE By The Brain,กลุ่ม C คลื่น รวมทุกบท,ดร.ธนัชพร วงศ์เวียน (พี่ลูกตาล)
WE By The Brain,เคมีพื้นฐานของสิ่งมีชีวิต,ดร.ณัฐชัย เก่งพิพัฒน์ (พี่บิ๊ก)
WE By The Brain,ภาษาไทย ม.ปลาย เนื้อหาคอร์สเรียน ชุดที่2,อ.สุรเชษฐ์ พิชิตพงศ์เผ่า (พี่ยู)
WE By The Brain,กลุ่ม B กลศาสตร์ 2 รวมทุกบท,ดร.ธนัชพร วงศ์เวียน (พี่ลูกตาล)
WE By The Brain,ภาษาไทย ม.ปลาย เนื้อหาคอร์สเรียน ชุดที่3,อ.สุรเชษฐ์ พิชิตพงศ์เผ่า (พี่ยู)
WE By The Brain,ข้อบกพร่องในการใช้ภาษา,อ.สุรเชษฐ์ พิชิตพงศ์เผ่า (พี่ยู)
WE By The Brain,MECHANICS 1 A-Level,ดร.ธนัชพร วงศ์เวียน (พี่ลูกตาล)
WE By The Brain,คำไทยแท้และคำยืมจากภาษาต่างประเทศ,อ.สุรเชษฐ์ พิชิตพงศ์เผ่า (พี่ยู)
WE By The Brain,ภาษาไทย ม.ปลาย เนื้อหาคอร์สเรียน ชุดที่4,อ.สุรเชษฐ์ พิชิตพงศ์เผ่า (พี่ยู)
WE By The Brain,โครโมโซม และสารพันธุกรรม,ดร.ณัฐชัย เก่งพิพัฒน์ (พี่บิ๊ก)
WE By The Brain,การสลายอาหารระดับเซลล์,ดร.ณัฐชัย เก่งพิพัฒน์ (พี่บิ๊ก)
WE By The Brain,การสร้างคำในภาษาไทย,อ.สุรเชษฐ์ พิชิตพงศ์เผ่า (พี่ยู)
WE By The Brain,กลุ่ม A กลศาสตร์ 1 รวมทุกบท,ดร.ธนัชพร วงศ์เวียน (พี่ลูกตาล)
WE By The Brain,ระบบประสาท,ดร.ณัฐชัย เก่งพิพัฒน์ (พี่บิ๊ก)
WE By The Brain,เคมี A-Level รวมทุกบท,ดร.ธนพงษ์ กรีธาดำรงเดช (ครูบิ๊ก)
WE By The Brain,คณิตศาสตร์ ม.4 เทอม 1 รวมทุกบท,อ.ชวลิต กุลกีรติการ (พี่กอล์ฟ)
WE By The Brain,คณิตศาสตร์ ม.4 เทอม 1 รวมทุกบท,อ.วิเศษ กี่สุขพันธ์ (พี่เอ๋)
WE By The Brain,คณิตศาสตร์ ม.4 เทอม 1 รวมทุกบท,อ.สิทธิเดช เลนุกูล (พี่ภูมิ)
WE By The Brain,คณิตศาสตร์ ม.5 เทอม 1 กลุ่ม B รวมทุกบท,อ.มนตรี นิรมิตศิริพงศ์ (พี่ช้าง)
WE By The Brain,คณิตศาสตร์ ม.5 เทอม 1 กลุ่ม B รวมทุกบท,อ.ชวลิต กุลกีรติการ (พี่กอล์ฟ)
WE By The Brain,คณิตศาสตร์ ม.5 เทอม 1 กลุ่ม B รวมทุกบท,อ.วิเศษ กี่สุขพันธ์ (พี่เอ๋)
WE By The Brain,คณิตศาสตร์ ม.5 เทอม 1 กลุ่ม B รวมทุกบท,อ.สิทธิเดช เลนุกูล (พี่ภูมิ)
WE By The Brain,ระบบแลกเปลี่ยนแก๊สของสัตว์,ดร.ณัฐชัย เก่งพิพัฒน์ (พี่บิ๊ก)
Panya Society,ภาษาอังกฤษ A-Level,ตวงรัตน์ แสงโชติ (อ.ตวง)
Panya Society,เคมี ม. 6 วิเคราะห์เก่ง แก้โจทย์เป็น เห็นเป็นภาพ โดยอาจารย์นัท,ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,Pack ติวสอบวิศวะ ฟิสิกส์ และ คณิตศาสตร์ A-Level + TPAT3 โดยวิศวกรตัวจริง,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack ติวสอบวิศวะ ฟิสิกส์ และ คณิตศาสตร์ A-Level + TPAT3 โดยวิศวกรตัวจริง,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,Pack ฟิสิกส์ + คณิตศาสตร์ TCAS ติดอาวุธลับ UpScore,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,Pack ฟิสิกส์ + คณิตศาสตร์ TCAS ติดอาวุธลับ UpScore,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,คณิตศาสตร์เสริม ม.6 เทอม 2 คิดคล่อง ไม่ท่องจำ ทำโจทย์ได้ โดย อ.นอต,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,Pack เพิ่มเกรด ม.6 เทอม 1 - ฟิสิกส์ เคมี คณิตศาสตร์,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack เพิ่มเกรด ม.6 เทอม 1 - ฟิสิกส์ เคมี คณิตศาสตร์,ดร.ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,Pack เพิ่มเกรด ม.6 เทอม 1 - ฟิสิกส์ เคมี คณิตศาสตร์,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,สอวน. เคมีโอลิมปิก,ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,คอร์สเตรียมสอบ Alevel ภาษาไทย,ครูพี่ชาร์ป
Panya Society,Pack สอบติด คอร์ส คณิตศาสตร์ 2 A-Level + TGAT,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,Pack สอบติด คอร์ส คณิตศาสตร์ 2 A-Level + TGAT,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack สอบติด คอร์ส คณิตศาสตร์ 2 A-Level + TGAT,จารุกิตติ์ วิทยาปัญญานนท์ (อ.ชาร์ป)
Panya Society,Pack สอบติด คอร์ส คณิตศาสตร์ 2 A-Level + TGAT,ตวงรัตน์ แสงโชติ (อ.ตวง)
Panya Society,TPAT3 ความถนัดด้านวิทยาศาสตร์ เทคโนโลยี และวิศวกรรมศาสตร์,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,คณิตศาสตร์เสริม ม.6 เทอม 1 คิดคล่อง ไม่ท่องจำ ทำโจทย์ได้ โดย อ.นอต,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,ฟิสิกส์ ม.5 เทอม 1 (หลักสูตรใหม่) เรียนสนุก ทำโจทย์คล่อง คะแนนเยี่ยม โดยอาจารย์แชร์,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack สอบติด TCAS ภาษาไทย สังคม และ TGAT,จารุกิตติ์ วิทยาปัญญานนท์ (อ.ชาร์ป)
Panya Society,Pack สอบติด TCAS ภาษาไทย สังคม และ TGAT,วิษณุ ลือพงศ์พาณิชย์ (อ.ณุ)
Panya Society,Pack สอบติด TCAS ภาษาไทย สังคม และ TGAT,ตวงรัตน์ แสงโชติ (อ.ตวง)
Panya Society,Pack สอบติด TCAS ภาษาไทย สังคม และ TGAT,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,FAST ฟิสิกส์ A-Level,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack ภาษาไทย และ สังคม A-Level,จารุกิตติ์ วิทยาปัญญานนท์ (อ.ชาร์ป)
Panya Society,Pack ภาษาไทย และ สังคม A-Level,วิษณุ ลือพงศ์พาณิชย์ (อ.ณุ)
Panya Society,Pack FAST ฟิสิกส์ + เคมี + คณิตศาสตร์ A-Level,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack FAST ฟิสิกส์ + เคมี + คณิตศาสตร์ A-Level,ดร.ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,Pack FAST ฟิสิกส์ + เคมี + คณิตศาสตร์ A-Level,ดร.ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,Pack เพิ่มเกรด ม.4 เทอม 1 - ฟิสิกส์ เคมี คณิตศาสตร์,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack เพิ่มเกรด ม.4 เทอม 1 - ฟิสิกส์ เคมี คณิตศาสตร์,ดร.ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,Pack เพิ่มเกรด ม.4 เทอม 1 - ฟิสิกส์ เคมี คณิตศาสตร์,ดร.ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,คณิตศาสตร์เสริม ม.4 เทอม 1 คิดคล่อง ไม่ท่องจำ ทำโจทย์ได้ โดย อ.นอต,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,Pack FAST ฟิสิกส์ + เคมี A-Level,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack FAST ฟิสิกส์ + เคมี A-Level,ดร.ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,คณิตศาสตร์เสริม ม.5 เทอม 2 คิดคล่อง ไม่ท่องจำ ทำโจทย์ได้ โดย อ.นอต,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,เคมี ม. 4 เทอม 2 วิเคราะห์เก่ง แก้โจทย์เป็น เห็นเป็นภาพ โดยอาจารย์นัท,ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,คณิตศาสตร์เสริม ม.4 เทอม 2 คิดคล่อง ไม่ท่องจำ ทำโจทย์ได้ โดย อ.นอต,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,Pack สอบติด TCAS ฟิสิกส์ + เคมี + คณิตศาสตร์ A-Level,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack สอบติด TCAS ฟิสิกส์ + เคมี + คณิตศาสตร์ A-Level,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,Pack สอบติด TCAS ฟิสิกส์ + เคมี + คณิตศาสตร์ A-Level,ดร.ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,ฟิสิกส์ A-level TCAS70,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack เพิ่มเกรด ม.5 - คณิตศาสตร์,ดร.ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,TPAT1 ติวเร่งด่วน ความถนัดแพทย์,นพ.จิรภัทร บุนนาค (อ.พี่หมอไอซ์)
Panya Society,Pack สอบติด คอร์ส คณิตศาสตร์ A-Level + TGAT,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,Pack สอบติด คอร์ส คณิตศาสตร์ A-Level + TGAT,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack สอบติด คอร์ส คณิตศาสตร์ A-Level + TGAT,จารุกิตติ์ วิทยาปัญญานนท์ (อ.ชาร์ป)
Panya Society,Pack สอบติด คอร์ส คณิตศาสตร์ A-Level + TGAT,ตวงรัตน์ แสงโชติ (อ.ตวง)
Panya Society,Pack สอบติด TCAS เคมี + คณิตศาสตร์ A-Level,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,Pack สอบติด TCAS เคมี + คณิตศาสตร์ A-Level,ดร.ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,Pack FAST เคมี + คณิตศาสตร์ A-Level,ดร.ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,Pack FAST เคมี + คณิตศาสตร์ A-Level,ดร.ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,Pack สอบติด TCAS ฟิสิกส์ + เคมี A-Level,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack สอบติด TCAS ฟิสิกส์ + เคมี A-Level,ดร.ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,Pack ภาษาไทย สังคม และ ภาษาอังกฤษ A-Level,จารุกิตติ์ วิทยาปัญญานนท์ (อ.ชาร์ป)
Panya Society,Pack ภาษาไทย สังคม และ ภาษาอังกฤษ A-Level,วิษณุ ลือพงศ์พาณิชย์ (อ.ณุ)
Panya Society,Pack ภาษาไทย สังคม และ ภาษาอังกฤษ A-Level,ตวงรัตน์ แสงโชติ (อ.ตวง)
Panya Society,สังคม A-Level สาระ เศรษฐศาสตร์,วิษณุ ลือพงศ์พาณิชย์ (อ.ณุ)
Panya Society,เคมี A-level TCAS70,ดร.ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,เคมี ม. 5 เทอม 1 วิเคราะห์เก่ง แก้โจทย์เป็น เห็นเป็นภาพ โดยอาจารย์นัท,ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,Pack ฟิสิกส์ + เคมี + คณิตศาสตร์ TCAS ติดอาวุธลับ UpScore,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,Pack ฟิสิกส์ + เคมี + คณิตศาสตร์ TCAS ติดอาวุธลับ UpScore,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack ฟิสิกส์ + เคมี + คณิตศาสตร์ TCAS ติดอาวุธลับ UpScore,ดร.ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,ปรับพื้นฐาน คณิตศาสตร์ ม.ปลาย,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,Pack เพิ่มเกรด ม.5 เทอม 1 - ฟิสิกส์ เคมี คณิตศาสตร์,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack เพิ่มเกรด ม.5 เทอม 1 - ฟิสิกส์ เคมี คณิตศาสตร์,ดร.ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,Pack เพิ่มเกรด ม.5 เทอม 1 - ฟิสิกส์ เคมี คณิตศาสตร์,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,ฟิสิกส์ ม.4 เทอม 1 (หลักสูตรใหม่) เรียนสนุก ทำโจทย์คล่อง คะแนนเยี่ยม โดยอาจารย์แชร์,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack สอบติด คอร์ส คณิตศาสตร์ ภาษาไทย สังคม และ ภาษาอังกฤษ A-Level,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,Pack สอบติด คอร์ส คณิตศาสตร์ ภาษาไทย สังคม และ ภาษาอังกฤษ A-Level,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack สอบติด คอร์ส คณิตศาสตร์ ภาษาไทย สังคม และ ภาษาอังกฤษ A-Level,จารุกิตติ์ วิทยาปัญญานนท์ (อ.ชาร์ป)
Panya Society,Pack สอบติด คอร์ส คณิตศาสตร์ ภาษาไทย สังคม และ ภาษาอังกฤษ A-Level,วิษณุ ลือพงศ์พาณิชย์ (อ.ณุ)
Panya Society,Pack สอบติด คอร์ส คณิตศาสตร์ ภาษาไทย สังคม และ ภาษาอังกฤษ A-Level,ตวงรัตน์ แสงโชติ (อ.ตวง)
Panya Society,สอวน. คอมพิวเตอร์โอลิมปิก,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,Pack เพิ่มเกรด ม.4 - เคมี,ดร.ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,FAST เคมี A-Level,ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,FAST คณิตศาสตร์ A-Level,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,ฟิสิกส์ ม.6 เทอม 1 (หลักสูตรใหม่) เรียนสนุก ทำโจทย์คล่อง คะแนนเยี่ยม โดยอาจารย์แชร์,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack สอบติด คอร์ส คณิตศาสตร์ 2 ภาษาไทย สังคม และ ภาษาอังกฤษ A-Level,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,Pack สอบติด คอร์ส คณิตศาสตร์ 2 ภาษาไทย สังคม และ ภาษาอังกฤษ A-Level,จารุกิตติ์ วิทยาปัญญานนท์ (อ.ชาร์ป)
Panya Society,Pack สอบติด คอร์ส คณิตศาสตร์ 2 ภาษาไทย สังคม และ ภาษาอังกฤษ A-Level,วิษณุ ลือพงศ์พาณิชย์ (อ.ณุ)
Panya Society,Pack สอบติด คอร์ส คณิตศาสตร์ 2 ภาษาไทย สังคม และ ภาษาอังกฤษ A-Level,ตวงรัตน์ แสงโชติ (อ.ตวง)
Panya Society,Pack เพิ่มเกรด ม.4 - ฟิสิกส์,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack เพิ่มเกรด ม.4 - คณิตศาสตร์,ดร.ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,TCAS BOOSTER สายวิทย์,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,TCAS BOOSTER สายวิทย์,ดร.ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,TCAS BOOSTER สายวิทย์,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,เคมี ม. 4 เทอม 1 วิเคราะห์เก่ง แก้โจทย์เป็น เห็นเป็นภาพ โดยอาจารย์นัท,ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,TGAT วิชาวัดความถนัดทั่วไป (Thai General Aptitude Test),สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,TGAT วิชาวัดความถนัดทั่วไป (Thai General Aptitude Test),จารุกิตติ์ วิทยาปัญญานนท์ (อ.ชาร์ป)
Panya Society,TGAT วิชาวัดความถนัดทั่วไป (Thai General Aptitude Test),ตวงรัตน์ แสงโชติ (อ.ตวง)
Panya Society,Pack ติวสอบวิศวะ TPAT3 + TGAT โดยวิศวกรตัวจริง,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack ติวสอบวิศวะ TPAT3 + TGAT โดยวิศวกรตัวจริง,จารุกิตติ์ วิทยาปัญญานนท์ (อ.ชาร์ป)
Panya Society,Pack ติวสอบวิศวะ TPAT3 + TGAT โดยวิศวกรตัวจริง,ตวงรัตน์ แสงโชติ (อ.ตวง)
Panya Society,Pack เพิ่มเกรด ม.5 - ฟิสิกส์,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,คณิตศาสตร์ TCAS ติดอาวุธลับ UpScore,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,คณิตศาสตร์ A-Level (เลขหลัก (พื้นฐาน) + เลขเสริม (เพิ่มเติม) ),ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,ติดอาวุธลับ UpScore,ดร.ณัฏฐพล อิสรเสรีรักษ์ (พี่นัท)
Panya Society,Pack สอบติด TCAS ฟิสิกส์ + คณิตศาสตร์ A-Level,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack สอบติด TCAS ฟิสิกส์ + คณิตศาสตร์ A-Level,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,เคมี ม. 5 เทอม 2 วิเคราะห์เก่ง แก้โจทย์เป็น เห็นเป็นภาพ โดยอาจารย์นัท,ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,Pack ติวสอบวิศวะ ฟิสิกส์ เคมี และ คณิตศาสตร์ A-Level + TPAT3 + TGAT โดยวิศวกรตัวจริง,สุปิติ บูรณวัฒนาโชค (อ.แชร์)
Panya Society,Pack ติวสอบวิศวะ ฟิสิกส์ เคมี และ คณิตศาสตร์ A-Level + TPAT3 + TGAT โดยวิศวกรตัวจริง,ธรรมนิติ์ พิพัฒน์ศรีสวัสดิ์ (อ.นอต)
Panya Society,Pack ติวสอบวิศวะ ฟิสิกส์ เคมี และ คณิตศาสตร์ A-Level + TPAT3 + TGAT โดยวิศวกรตัวจริง,ดร.ณัฏฐพล อิสรเสรีรักษ์ (อ.นัท)
Panya Society,Pack ติวสอบวิศวะ ฟิสิกส์ เคมี และ คณิตศาสตร์ A-Level + TPAT3 + TGAT โดยวิศวกรตัวจริง,จารุกิตติ์ วิทยาปัญญานนท์ (อ.ชาร์ป)
Panya Society,Pack ติวสอบวิศวะ ฟิสิกส์ เคมี และ คณิตศาสตร์ A-Level + TPAT3 + TGAT โดยวิศวกรตัวจริง,ตวงรัตน์ แสงโชติ (อ.ตวง)
Panya Society,TCAS BOOSTER สายศิลป์,จารุกิตติ์ วิทยาปัญญานนท์ (อ.ชาร์ป)
Panya Society,TCAS BOOSTER สายศิลป์,ธราดล รานรินทร์ (อ.นิว)
Panya Society,TCAS BOOSTER สายศิลป์,ตวงรัตน์ แสงโชติ (อ.ตวง)
